MONSTER_IDENTIFICATIE;MEETPUNT_IDENTIFICATIE;LOCATIE_CODE;TYPERING_OMSCHRIJVING;TYPERING_CODE;GROOTHEID_OMSCHRIJVING;GROOTHEID_ CODE;PARAMETER_OMSCHRIJVING;PARAMETER_ CODE;CAS_NR;EENHEID_CODE;HOEDANIGHEID_OMSCHRIJVING;HOEDANIGHEID_CODE;COMPARTIMENT_OMSCHRIJVING;COMPARTIMENT_CODE;WAARDEBEWERKINGSMETHODE_OMSCHRIJVING;WAARDEBEWERKINGSMETHODE_CODE;WAARDEBEPALINGSMETHODE_OMSCHRIJVING;WAARDEBEPALINGSMETHODE_CODE;BEMONSTERINGSSOORT_OMSCHRIJVING;BEMONSTERINGSSOORT_CODE;WAARNEMINGDATUM;REFERENTIE;WAARNEMINGTIJD (MET/CET);LIMIETSYMBOOL;NUMERIEKEWAARDE;ALFANUMERIEKEWAARDE;KWALITEITSOORDEEL_CODE;STATUSWAARDE;OPDRACHTGEVENDE_INSTANTIE;MEETAPPARAAT_OMSCHRIJVING;MEETAPPARAAT_CODE;BEMONSTERINGSAPPARAAT_OMSCHRIJVING;BEMONSTERINGSAPPARAAT_CODE;PLAATSBEPALINGSAPPARAAT_OMSCHRIJVING;PLAATSBEPALINGSAPPARAAT_CODE;BEMONSTERINGSHOOGTE;REFERENTIEVLAK;EPSG;X;Y;ORGAAN_OMSCHRIJVING;ORGAAN_CODE;TAXON_NAME;GROEPERING_OMSCHRIJVING;GROEPERING_CODE;GROEPERING_KANAAL;GROEPERING_TYPE,,
;Maastricht;MAASTT;;;Waterhoogte;WATHTE;;;;cm;t.o.v. Normaal Amsterdams Peil;NAP;Oppervlaktewater;OW;;;Visuele aflezing van blad;other:F009;Steekbemonstering;SB;26-09-1973;08:00:00;;;4396;;Normale waarde;Definitief;RIKZMON_WAT;Vlotter;127;;;;;-999999999;NVT;25831;689641,180933635;5637332,33652751;;;;;;;
;Maastricht;MAASTT;;;Waterhoogte;WATHTE;;;;cm;t.o.v. Normaal Amsterdams Peil;NAP;Oppervlaktewater;OW;;;Visuele aflezing van blad;other:F009;Steekbemonstering;SB;27-09-1973;08:00:00;;;4402;;Normale waarde;Definitief;RIKZMON_WAT;Vlotter;127;;;;;-999999999;NVT;25831;689641,180933635;5637332,33652751;;;;;;;
;Maastricht;MAASTT;;;Waterhoogte;WATHTE;;;;cm;t.o.v. Normaal Amsterdams Peil;NAP;Oppervlaktewater;OW;;;Visuele aflezing van blad;other:F009;Steekbemonstering;SB;28-09-1973;08:00:00;;;4400;;Normale waarde;Definitief;RIKZMON_WAT;Vlotter;127;;;;;-999999999;NVT;25831;689641,180933635;5637332,33652751;;;;;;;
;Maastricht;MAASTT;;;Waterhoogte;WATHTE;;;;cm;t.o.v. Normaal Amsterdams Peil;NAP;Oppervlaktewater;OW;;;Visuele aflezing van blad;other:F009;Steekbemonstering;SB;29-09-1973;08:00:00;;;4405;;Normale waarde;Definitief;RIKZMON_WAT;Vlotter;127;;;;;-999999999;NVT;25831;689641,180933635;5637332,33652751;;;;;;;
;Maastricht;MAASTT;;;Waterhoogte;WATHTE;;;;cm;t.o.v. Normaal Amsterdams Peil;NAP;Oppervlaktewater;OW;;;Visuele aflezing van blad;other:F009;Steekbemonstering;SB;30-09-1973;08:00:00;;;4398;;Normale waarde;Definitief;RIKZMON_WAT;Vlotter;127;;;;;-999999999;NVT;25831;689641,180933635;5637332,33652751;;;;;;;
;Maastricht;MAASTT;;;Waterhoogte;WATHTE;;;;cm;t.o.v. Normaal Amsterdams Peil;NAP;Oppervlaktewater;OW;;;Visuele aflezing van blad;other:F009;Steekbemonstering;SB;01-10-1973;08:00:00;;;4392;;Normale waarde;Definitief;RIKZMON_WAT;Vlotter;127;;;;;-999999999;NVT;25831;689641,180933635;5637332,33652751;;;;;;;
;Maastricht;MAASTT;;;Waterhoogte;WATHTE;;;;cm;t.o.v. Normaal Amsterdams Peil;NAP;Oppervlaktewater;OW;;;Visuele aflezing van blad;other:F009;Steekbemonstering;SB;02-10-1973;08:00:00;;;4398;;Normale waarde;Definitief;RIKZMON_WAT;Vlotter;127;;;;;-999999999;NVT;25831;689641,180933635;5637332,33652751;;;;;;;
;Maastricht;MAASTT;;;Waterhoogte;WATHTE;;;;cm;t.o.v. Normaal Amsterdams Peil;NAP;Oppervlaktewater;OW;;;Visuele aflezing van blad;other:F009;Steekbemonstering;SB;03-10-1973;08:00:00;;;4400;;Normale waarde;Definitief;RIKZMON_WAT;Vlotter;127;;;;;-999999999;NVT;25831;689641,180933635;5637332,33652751;;;;;;;
;Maastricht;MAASTT;;;Waterhoogte;WATHTE;;;;cm;t.o.v. Normaal Amsterdams Peil;NAP;Oppervlaktewater;OW;;;Visuele aflezing van blad;other:F009;Steekbemonstering;SB;04-10-1973;08:00:00;;;4405;;Normale waarde;Definitief;RIKZMON_WAT;Vlotter;127;;;;;-999999999;NVT;25831;689641,180933635;5637332,33652751;;;;;;;
;Maastricht;MAASTT;;;Waterhoogte;WATHTE;;;;cm;t.o.v. Normaal Amsterdams Peil;NAP;Oppervlaktewater;OW;;;Visuele aflezing van blad;other:F009;Steekbemonstering;SB;05-10-1973;08:00:00;;;4394;;Normale waarde;Definitief;RIKZMON_WAT;Vlotter;127;;;;;-999999999;NVT;25831;689641,180933635;5637332,33652751;;;;;;;
;Maastricht;MAASTT;;;Waterhoogte;WATHTE;;;;cm;t.o.v. Normaal Amsterdams Peil;NAP;Oppervlaktewater;OW;;;Visuele aflezing van blad;other:F009;Steekbemonstering;SB;06-10-1973;08:00:00;;;4391;;Normale waarde;Definitief;RIKZMON_WAT;Vlotter;127;;;;;-999999999;NVT;25831;689641,180933635;5637332,33652751;;;;;;;
;Maastricht;MAASTT;;;Waterhoogte;WATHTE;;;;cm;t.o.v. Normaal Amsterdams Peil;NAP;Oppervlaktewater;OW;;;Visuele aflezing van blad;other:F009;Steekbemonstering;SB;07-10-1973;08:00:00;;;4393;;Normale waarde;Definitief;RIKZMON_WAT;Vlotter;127;;;;;-999999999;NVT;25831;689641,180933635;5637332,33652751;;;;;;;
;Maastricht;MAASTT;;;Waterhoogte;WATHTE;;;;cm;t.o.v. Normaal Amsterdams Peil;NAP;Oppervlaktewater;OW;;;Visuele aflezing van blad;other:F009;Steekbemonstering;SB;08-10-1973;08:00:00;;;4390;;Normale waarde;Definitief;RIKZMON_WAT;Vlotter;127;;;;;-999999999;NVT;25831;689641,180933635;5637332,33652751;;;;;;;
;Maastricht;MAASTT;;;Waterhoogte;WATHTE;;;;cm;t.o.v. Normaal Amsterdams Peil;NAP;Oppervlaktewater;OW;;;Visuele aflezing van blad;other:F009;Steekbemonstering;SB;09-10-1973;08:00:00;;;4395;;Normale waarde;Definitief;RIKZMON_WAT;Vlotter;127;;;;;-999999999;NVT;25831;689641,180933635;5637332,33652751;;;;;;;
;Maastricht;MAASTT;;;Waterhoogte;WATHTE;;;;cm;t.o.v. Normaal Amsterdams Peil;NAP;Oppervlaktewater;OW;;;Visuele aflezing van blad;other:F009;Steekbemonstering;SB;10-10-1973;08:00:00;;;4393;;Normale waarde;Definitief;RIKZMON_WAT;Vlotter;127;;;;;-999999999;NVT;25831;689641,180933635;5637332,33652751;;;;;;;
;Maastricht;MAASTT;;;Waterhoogte;WATHTE;;;;cm;t.o.v. Normaal Amsterdams Peil;NAP;Oppervlaktewater;OW;;;Visuele aflezing van blad;other:F009;Steekbemonstering;SB;11-10-1973;08:00:00;;;4389;;Normale waarde;Definitief;RIKZMON_WAT;Vlotter;127;;;;;-999999999;NVT;25831;689641,180933635;5637332,33652751;;;;;;;
;Maastricht;MAASTT;;;Waterhoogte;WATHTE;;;;cm;t.o.v. Normaal Amsterdams Peil;NAP;Oppervlaktewater;OW;;;Visuele aflezing van blad;other:F009;Steekbemonstering;SB;12-10-1973;08:00:00;;;4395;;Normale waarde;Definitief;RIKZMON_WAT;Vlotter;127;;;;;-999999999;NVT;25831;689641,180933635;5637332,33652751;;;;;;;
;Maastricht;MAASTT;;;Waterhoogte;WATHTE;;;;cm;t.o.v. Normaal Amsterdams Peil;NAP;Oppervlaktewater;OW;;;Visuele aflezing van blad;other:F009;Steekbemonstering;SB;13-10-1973;08:00:00;;;4387;;Normale waarde;Definitief;RIKZMON_WAT;Vlotter;127;;;;;-999999999;NVT;25831;689641,180933635;5637332,33652751;;;;;;;
;Maastricht;MAASTT;;;Waterhoogte;WATHTE;;;;cm;t.o.v. Normaal Amsterdams Peil;NAP;Oppervlaktewater;OW;;;Visuele aflezing van blad;other:F009;Steekbemonstering;SB;14-10-1973;08:00:00;;;4402;;Normale waarde;Definitief;RIKZMON_WAT;Vlotter;127;;;;;-999999999;NVT;25831;689641,180933635;5637332,33652751;;;;;;;
;Maastricht;MAASTT;;;Waterhoogte;WATHTE;;;;cm;t.o.v. Normaal Amsterdams Peil;NAP;Oppervlaktewater;OW;;;Visuele aflezing van blad;other:F009;Steekbemonstering;SB;15-10-1973;08:00:00;;;4373;;Normale waarde;Definitief;RIKZMON_WAT;Vlotter;127;;;;;-999999999;NVT;25831;689641,180933635;5637332,33652751;;;;;;;
;Maastricht;MAASTT;;;Waterhoogte;WATHTE;;;;cm;t.o.v. Normaal Amsterdams Peil;NAP;Oppervlaktewater;OW;;;Visuele aflezing van blad;other:F009;Steekbemonstering;SB;16-10-1973;08:00:00;;;4402;;Normale waarde;Definitief;RIKZMON_WAT;Vlotter;127;;;;;-999999999;NVT;25831;689641,180933635;5637332,33652751;;;;;;;
;Maastricht;MAASTT;;;Waterhoogte;WATHTE;;;;cm;t.o.v. Normaal Amsterdams Peil;NAP;Oppervlaktewater;OW;;;Visuele aflezing van blad;other:F009;Steekbemonstering;SB;17-10-1973;08:00:00;;;4383;;Normale waarde;Definitief;RIKZMON_WAT;Vlotter;127;;;;;-999999999;NVT;25831;689641,180933635;5637332,33652751;;;;;;;
;Maastricht;MAASTT;;;Waterhoogte;WATHTE;;;;cm;t.o.v. Normaal Amsterdams Peil;NAP;Oppervlaktewater;OW;;;Visuele aflezing van blad;other:F009;Steekbemonstering;SB;18-10-1973;08:00:00;;;4380;;Normale waarde;Definitief;RIKZMON_WAT;Vlotter;127;;;;;-999999999;NVT;25831;689641,180933635;5637332,33652751;;;;;;;
;Maastricht;MAASTT;;;Waterhoogte;WATHTE;;;;cm;t.o.v. Normaal Amsterdams Peil;NAP;Oppervlaktewater;OW;;;Visuele aflezing van blad;other:F009;Steekbemonstering;SB;19-10-1973;08:00:00;;;4396;;Normale waarde;Definitief;RIKZMON_WAT;Vlotter;127;;;;;-999999999;NVT;25831;689641,180933635;5637332,33652751;;;;;;;
;Maastricht;MAASTT;;;Waterhoogte;WATHTE;;;;cm;t.o.v. Normaal Amsterdams Peil;NAP;Oppervlaktewater;OW;;;Visuele aflezing van blad;other:F009;Steekbemonstering;SB;20-10-1973;08:00:00;;;4380;;Normale waarde;Definitief;RIKZMON_WAT;Vlotter;127;;;;;-999999999;NVT;25831;689641,180933635;5637332,33652751;;;;;;;
;Maastricht;MAASTT;;;Waterhoogte;WATHTE;;;;cm;t.o.v. Normaal Amsterdams Peil;NAP;Oppervlaktewater;OW;;;Visuele aflezing van blad;other:F009;Steekbemonstering;SB;21-10-1973;08:00:00;;;4392;;Normale waarde;Definitief;RIKZMON_WAT;Vlotter;127;;;;;-999999999;NVT;25831;689641,180933635;5637332,33652751;;;;;;;
;Maastricht;MAASTT;;;Waterhoogte;WATHTE;;;;cm;t.o.v. Normaal Amsterdams Peil;NAP;Oppervlaktewater;OW;;;Visuele aflezing van blad;other:F009;Steekbemonstering;SB;22-10-1973;08:00:00;;;4390;;Normale waarde;Definitief;RIKZMON_WAT;Vlotter;127;;;;;-999999999;NVT;25831;689641,180933635;5637332,33652751;;;;;;;
;Maastricht;MAASTT;;;Waterhoogte;WATHTE;;;;cm;t.o.v. Normaal Amsterdams Peil;NAP;Oppervlaktewater;OW;;;Visuele aflezing van blad;other:F009;Steekbemonstering;SB;23-10-1973;08:00:00;;;4397;;Normale waarde;Definitief;RIKZMON_WAT;Vlotter;127;;;;;-999999999;NVT;25831;689641,180933635;5637332,33652751;;;;;;;
;Maastricht;MAASTT;;;Waterhoogte;WATHTE;;;;cm;t.o.v. Normaal Amsterdams Peil;NAP;Oppervlaktewater;OW;;;Visuele aflezing van blad;other:F009;Steekbemonstering;SB;24-10-1973;08:00:00;;;4398;;Normale waarde;Definitief;RIKZMON_WAT;Vlotter;127;;;;;-999999999;NVT;25831;689641,180933635;5637332,33652751;;;;;;;
;Maastricht;MAASTT;;;Waterhoogte;WATHTE;;;;cm;t.o.v. Normaal Amsterdams Peil;NAP;Oppervlaktewater;OW;;;Visuele aflezing van blad;other:F009;Steekbemonstering;SB;25-10-1973;08:00:00;;;4390;;Normale waarde;Definitief;RIKZMON_WAT;Vlotter;127;;;;;-999999999;NVT;25831;689641,180933635;5637332,33652751;;;;;;;
;Maastricht;MAASTT;;;Waterhoogte;WATHTE;;;;cm;t.o.v. Normaal Amsterdams Peil;NAP;Oppervlaktewater;OW;;;Visuele aflezing van blad;other:F009;Steekbemonstering;SB;26-10-1973;08:00:00;;;4388;;Normale waarde;Definitief;RIKZMON_WAT;Vlotter;127;;;;;-999999999;NVT;25831;689641,180933635;5637332,33652751;;;;;;;
;Maastricht;MAASTT;;;Waterhoogte;WATHTE;;;;cm;t.o.v. Normaal Amsterdams Peil;NAP;Oppervlaktewater;OW;;;Visuele aflezing van blad;other:F009;Steekbemonstering;SB;27-10-1973;08:00:00;;;4388;;Normale waarde;Definitief;RIKZMON_WAT;Vlotter;127;;;;;-999999999;NVT;25831;689641,180933635;5637332,33652751;;;;;;;
;Maastricht;MAASTT;;;Waterhoogte;WATHTE;;;;cm;t.o.v. Normaal Amsterdams Peil;NAP;Oppervlaktewater;OW;;;Visuele aflezing van blad;other:F009;Steekbemonstering;SB;28-10-1973;08:00:00;;;4385;;Normale waarde;Definitief;RIKZMON_WAT;Vlotter;127;;;;;-999999999;NVT;25831;689641,180933635;5637332,33652751;;;;;;;
;Maastricht;MAASTT;;;Waterhoogte;WATHTE;;;;cm;t.o.v. Normaal Amsterdams Peil;NAP;Oppervlaktewater;OW;;;Visuele aflezing van blad;other:F009;Steekbemonstering;SB;29-10-1973;08:00:00;;;4390;;Normale waarde;Definitief;RIKZMON_WAT;Vlotter;127;;;;;-999999999;NVT;25831;689641,180933635;5637332,33652751;;;;;;;
;Maastricht;MAASTT;;;Waterhoogte;WATHTE;;;;cm;t.o.v. Normaal Amsterdams Peil;NAP;Oppervlaktewater;OW;;;Visuele aflezing van blad;other:F009;Steekbemonstering;SB;30-10-1973;08:00:00;;;4398;;Normale waarde;Definitief;RIKZMON_WAT;Vlotter;127;;;;;-999999999;NVT;25831;689641,180933635;5637332,33652751;;;;;;;
;Maastricht;MAASTT;;;Waterhoogte;WATHTE;;;;cm;t.o.v. Normaal Amsterdams Peil;NAP;Oppervlaktewater;OW;;;Visuele aflezing van blad;other:F009;Steekbemonstering;SB;31-10-1973;08:00:00;;;4389;;Normale waarde;Definitief;RIKZMON_WAT;Vlotter;127;;;;;-999999999;NVT;25831;689641,180933635;5637332,33652751;;;;;;;
;Maastricht;MAASTT;;;Waterhoogte;WATHTE;;;;cm;t.o.v. Normaal Amsterdams Peil;NAP;Oppervlaktewater;OW;;;Visuele aflezing van blad;other:F009;Steekbemonstering;SB;01-11-1973;08:00:00;;;4390;;Normale waarde;Definitief;RIKZMON_WAT;Vlotter;127;;;;;-999999999;NVT;25831;689641,180933635;5637332,33652751;;;;;;;
;Maastricht;MAASTT;;;Waterhoogte;WATHTE;;;;cm;t.o.v. Normaal Amsterdams Peil;NAP;Oppervlaktewater;OW;;;Visuele aflezing van blad;other:F009;Steekbemonstering;SB;02-11-1973;08:00:00;;;4396;;Normale waarde;Definitief;RIKZMON_WAT;Vlotter;127;;;;;-999999999;NVT;25831;689641,180933635;5637332,33652751;;;;;;;
;Maastricht;MAASTT;;;Waterhoogte;WATHTE;;;;cm;t.o.v. Normaal Amsterdams Peil;NAP;Oppervlaktewater;OW;;;Visuele aflezing van blad;other:F009;Steekbemonstering;SB;03-11-1973;08:00:00;;;4397;;Normale waarde;Definitief;RIKZMON_WAT;Vlotter;127;;;;;-999999999;NVT;25831;689641,180933635;5637332,33652751;;;;;;;
;Maastricht;MAASTT;;;Waterhoogte;WATHTE;;;;cm;t.o.v. Normaal Amsterdams Peil;NAP;Oppervlaktewater;OW;;;Visuele aflezing van blad;other:F009;Steekbemonstering;SB;04-11-1973;08:00:00;;;4392;;Normale waarde;Definitief;RIKZMON_WAT;Vlotter;127;;;;;-999999999;NVT;25831;689641,180933635;5637332,33652751;;;;;;;
;Maastricht;MAASTT;;;Waterhoogte;WATHTE;;;;cm;t.o.v. Normaal Amsterdams Peil;NAP;Oppervlaktewater;OW;;;Visuele aflezing van blad;other:F009;Steekbemonstering;SB;05-11-1973;08:00:00;;;4403;;Normale waarde;Definitief;RIKZMON_WAT;Vlotter;127;;;;;-999999999;NVT;25831;689641,180933635;5637332,33652751;;;;;;;
;Maastricht;MAASTT;;;Waterhoogte;WATHTE;;;;cm;t.o.v. Normaal Amsterdams Peil;NAP;Oppervlaktewater;OW;;;Visuele aflezing van blad;other:F009;Steekbemonstering;SB;06-11-1973;08:00:00;;;4385;;Normale waarde;Definitief;RIKZMON_WAT;Vlotter;127;;;;;-999999999;NVT;25831;689641,180933635;5637332,33652751;;;;;;;
;Maastricht;MAASTT;;;Waterhoogte;WATHTE;;;;cm;t.o.v. Normaal Amsterdams Peil;NAP;Oppervlaktewater;OW;;;Visuele aflezing van blad;other:F009;Steekbemonstering;SB;07-11-1973;08:00:00;;;4386;;Normale waarde;Definitief;RIKZMON_WAT;Vlotter;127;;;;;-999999999;NVT;25831;689641,180933635;5637332,33652751;;;;;;;
;Maastricht;MAASTT;;;Waterhoogte;WATHTE;;;;cm;t.o.v. Normaal Amsterdams Peil;NAP;Oppervlaktewater;OW;;;Visuele aflezing van blad;other:F009;Steekbemonstering;SB;08-11-1973;08:00:00;;;4391;;Normale waarde;Definitief;RIKZMON_WAT;Vlotter;127;;;;;-999999999;NVT;25831;689641,180933635;5637332,33652751;;;;;;;
;Maastricht;MAASTT;;;Waterhoogte;WATHTE;;;;cm;t.o.v. Normaal Amsterdams Peil;NAP;Oppervlaktewater;OW;;;Visuele aflezing van blad;other:F009;Steekbemonstering;SB;09-11-1973;08:00:00;;;4378;;Normale waarde;Definitief;RIKZMON_WAT;Vlotter;127;;;;;-999999999;NVT;25831;689641,180933635;5637332,33652751;;;;;;;
;Maastricht;MAASTT;;;Waterhoogte;WATHTE;;;;cm;t.o.v. Normaal Amsterdams Peil;NAP;Oppervlaktewater;OW;;;Visuele aflezing van blad;other:F009;Steekbemonstering;SB;10-11-1973;08:00:00;;;4383;;Normale waarde;Definitief;RIKZMON_WAT;Vlotter;127;;;;;-999999999;NVT;25831;689641,180933635;5637332,33652751;;;;;;;
;Maastricht;MAASTT;;;Waterhoogte;WATHTE;;;;cm;t.o.v. Normaal Amsterdams Peil;NAP;Oppervlaktewater;OW;;;Visuele aflezing van blad;other:F009;Steekbemonstering;SB;11-11-1973;08:00:00;;;4385;;Normale waarde;Definitief;RIKZMON_WAT;Vlotter;127;;;;;-999999999;NVT;25831;689641,180933635;5637332,33652751;;;;;;;
;Maastricht;MAASTT;;;Waterhoogte;WATHTE;;;;cm;t.o.v. Normaal Amsterdams Peil;NAP;Oppervlaktewater;OW;;;Visuele aflezing van blad;other:F009;Steekbemonstering;SB;12-11-1973;08:00:00;;;4392;;Normale waarde;Definitief;RIKZMON_WAT;Vlotter;127;;;;;-999999999;NVT;25831;689641,180933635;5637332,33652751;;;;;;;
;Maastricht;MAASTT;;;Waterhoogte;WATHTE;;;;cm;t.o.v. Normaal Amsterdams Peil;NAP;Oppervlaktewater;OW;;;Visuele aflezing van blad;other:F009;Steekbemonstering;SB;13-11-1973;08:00:00;;;4392;;Normale waarde;Definitief;RIKZMON_WAT;Vlotter;127;;;;;-999999999;NVT;25831;689641,180933635;5637332,33652751;;;;;;;
;Maastricht;MAASTT;;;Waterhoogte;WATHTE;;;;cm;t.o.v. Normaal Amsterdams Peil;NAP;Oppervlaktewater;OW;;;Visuele aflezing van blad;other:F009;Steekbemonstering;SB;14-11-1973;08:00:00;;;4400;;Normale waarde;Definitief;RIKZMON_WAT;Vlotter;127;;;;;-999999999;NVT;25831;689641,180933635;5637332,33652751;;;;;;;
;Maastricht;MAASTT;;;Waterhoogte;WATHTE;;;;cm;t.o.v. Normaal Amsterdams Peil;NAP;Oppervlaktewater;OW;;;Visuele aflezing van blad;other:F009;Steekbemonstering;SB;15-11-1973;08:00:00;;;4390;;Normale waarde;Definitief;RIKZMON_WAT;Vlotter;127;;;;;-999999999;NVT;25831;689641,180933635;5637332,33652751;;;;;;;
;Maastricht;MAASTT;;;Waterhoogte;WATHTE;;;;cm;t.o.v. Normaal Amsterdams Peil;NAP;Oppervlaktewater;OW;;;Visuele aflezing van blad;other:F009;Steekbemonstering;SB;16-11-1973;08:00:00;;;4392;;Normale waarde;Definitief;RIKZMON_WAT;Vlotter;127;;;;;-999999999;NVT;25831;689641,180933635;5637332,33652751;;;;;;;
;Maastricht;MAASTT;;;Waterhoogte;WATHTE;;;;cm;t.o.v. Normaal Amsterdams Peil;NAP;Oppervlaktewater;OW;;;Visuele aflezing van blad;other:F009;Steekbemonstering;SB;17-11-1973;08:00:00;;;4382;;Normale waarde;Definitief;RIKZMON_WAT;Vlotter;127;;;;;-999999999;NVT;25831;689641,180933635;5637332,33652751;;;;;;;
;Maastricht;MAASTT;;;Waterhoogte;WATHTE;;;;cm;t.o.v. Normaal Amsterdams Peil;NAP;Oppervlaktewater;OW;;;Visuele aflezing van blad;other:F009;Steekbemonstering;SB;18-11-1973;08:00:00;;;4384;;Normale waarde;Definitief;RIKZMON_WAT;Vlotter;127;;;;;-999999999;NVT;25831;689641,180933635;5637332,33652751;;;;;;;
;Maastricht;MAASTT;;;Waterhoogte;WATHTE;;;;cm;t.o.v. Normaal Amsterdams Peil;NAP;Oppervlaktewater;OW;;;Visuele aflezing van blad;other:F009;Steekbemonstering;SB;19-11-1973;08:00:00;;;4390;;Normale waarde;Definitief;RIKZMON_WAT;Vlotter;127;;;;;-999999999;NVT;25831;689641,180933635;5637332,33652751;;;;;;;
;Maastricht;MAASTT;;;Waterhoogte;WATHTE;;;;cm;t.o.v. Normaal Amsterdams Peil;NAP;Oppervlaktewater;OW;;;Visuele aflezing van blad;other:F009;Steekbemonstering;SB;20-11-1973;08:00:00;;;4390;;Normale waarde;Definitief;RIKZMON_WAT;Vlotter;127;;;;;-999999999;NVT;25831;689641,180933635;5637332,33652751;;;;;;;
;Maastricht;MAASTT;;;Waterhoogte;WATHTE;;;;cm;t.o.v. Normaal Amsterdams Peil;NAP;Oppervlaktewater;OW;;;Visuele aflezing van blad;other:F009;Steekbemonstering;SB;21-11-1973;08:00:00;;;4383;;Normale waarde;Definitief;RIKZMON_WAT;Vlotter;127;;;;;-999999999;NVT;25831;689641,180933635;5637332,33652751;;;;;;;
;Maastricht;MAASTT;;;Waterhoogte;WATHTE;;;;cm;t.o.v. Normaal Amsterdams Peil;NAP;Oppervlaktewater;OW;;;Visuele aflezing van blad;other:F009;Steekbemonstering;SB;22-11-1973;08:00:00;;;4387;;Normale waarde;Definitief;RIKZMON_WAT;Vlotter;127;;;;;-999999999;NVT;25831;689641,180933635;5637332,33652751;;;;;;;
;Maastricht;MAASTT;;;Waterhoogte;WATHTE;;;;cm;t.o.v. Normaal Amsterdams Peil;NAP;Oppervlaktewater;OW;;;Visuele aflezing van blad;other:F009;Steekbemonstering;SB;23-11-1973;08:00:00;;;4389;;Normale waarde;Definitief;RIKZMON_WAT;Vlotter;127;;;;;-999999999;NVT;25831;689641,180933635;5637332,33652751;;;;;;;
;Maastricht;MAASTT;;;Waterhoogte;WATHTE;;;;cm;t.o.v. Normaal Amsterdams Peil;NAP;Oppervlaktewater;OW;;;Visuele aflezing van blad;other:F009;Steekbemonstering;SB;24-11-1973;08:00:00;;;4395;;Normale waarde;Definitief;RIKZMON_WAT;Vlotter;127;;;;;-999999999;NVT;25831;689641,180933635;5637332,33652751;;;;;;;
;Maastricht;MAASTT;;;Waterhoogte;WATHTE;;;;cm;t.o.v. Normaal Amsterdams Peil;NAP;Oppervlaktewater;OW;;;Visuele aflezing van blad;other:F009;Steekbemonstering;SB;25-11-1973;08:00:00;;;4385;;Normale waarde;Definitief;RIKZMON_WAT;Vlotter;127;;;;;-999999999;NVT;25831;689641,180933635;5637332,33652751;;;;;;;
;Maastricht;MAASTT;;;Waterhoogte;WATHTE;;;;cm;t.o.v. Normaal Amsterdams Peil;NAP;Oppervlaktewater;OW;;;Visuele aflezing van blad;other:F009;Steekbemonstering;SB;26-11-1973;08:00:00;;;4393;;Normale waarde;Definitief;RIKZMON_WAT;Vlotter;127;;;;;-999999999;NVT;25831;689641,180933635;5637332,33652751;;;;;;;
;Maastricht;MAASTT;;;Waterhoogte;WATHTE;;;;cm;t.o.v. Normaal Amsterdams Peil;NAP;Oppervlaktewater;OW;;;Visuele aflezing van blad;other:F009;Steekbemonstering;SB;27-11-1973;08:00:00;;;4385;;Normale waarde;Definitief;RIKZMON_WAT;Vlotter;127;;;;;-999999999;NVT;25831;689641,180933635;5637332,33652751;;;;;;;
;Maastricht;MAASTT;;;Waterhoogte;WATHTE;;;;cm;t.o.v. Normaal Amsterdams Peil;NAP;Oppervlaktewater;OW;;;Visuele aflezing van blad;other:F009;Steekbemonstering;SB;28-11-1973;08:00:00;;;4390;;Normale waarde;Definitief;RIKZMON_WAT;Vlotter;127;;;;;-999999999;NVT;25831;689641,180933635;5637332,33652751;;;;;;;
;Maastricht;MAASTT;;;Waterhoogte;WATHTE;;;;cm;t.o.v. Normaal Amsterdams Peil;NAP;Oppervlaktewater;OW;;;Visuele aflezing van blad;other:F009;Steekbemonstering;SB;29-11-1973;08:00:00;;;4386;;Normale waarde;Definitief;RIKZMON_WAT;Vlotter;127;;;;;-999999999;NVT;25831;689641,180933635;5637332,33652751;;;;;;;
;Maastricht;MAASTT;;;Waterhoogte;WATHTE;;;;cm;t.o.v. Normaal Amsterdams Peil;NAP;Oppervlaktewater;OW;;;Visuele aflezing van blad;other:F009;Steekbemonstering;SB;30-11-1973;08:00:00;;;4387;;Normale waarde;Definitief;RIKZMON_WAT;Vlotter;127;;;;;-999999999;NVT;25831;689641,180933635;5637332,33652751;;;;;;;
;Maastricht;MAASTT;;;Waterhoogte;WATHTE;;;;cm;t.o.v. Normaal Amsterdams Peil;NAP;Oppervlaktewater;OW;;;Visuele aflezing van blad;other:F009;Steekbemonstering;SB;01-12-1973;08:00:00;;;4396;;Normale waarde;Definitief;RIKZMON_WAT;Vlotter;127;;;;;-999999999;NVT;25831;689641,180933635;5637332,33652751;;;;;;;
;Maastricht;MAASTT;;;Waterhoogte;WATHTE;;;;cm;t.o.v. Normaal Amsterdams Peil;NAP;Oppervlaktewater;OW;;;Visuele aflezing van blad;other:F009;Steekbemonstering;SB;02-12-1973;08:00:00;;;4377;;Normale waarde;Definitief;RIKZMON_WAT;Vlotter;127;;;;;-999999999;NVT;25831;689641,180933635;5637332,33652751;;;;;;;
;Maastricht;MAASTT;;;Waterhoogte;WATHTE;;;;cm;t.o.v. Normaal Amsterdams Peil;NAP;Oppervlaktewater;OW;;;Visuele aflezing van blad;other:F009;Steekbemonstering;SB;03-12-1973;08:00:00;;;4385;;Normale waarde;Definitief;RIKZMON_WAT;Vlotter;127;;;;;-999999999;NVT;25831;689641,180933635;5637332,33652751;;;;;;;
